Price,Close,High,Low,Open,Volume,Intraday_Range
Date,,,,,,
2023-04-03,163.9503173828125,164.06870961825848,162.026368281996,162.07570339841976,56976200.0,2.042341336262467
2023-04-04,163.41751098632812,164.61133931497844,162.90445295696958,164.37455488216787,46278300.0,1.706886358008859
2023-04-05,161.57249450683594,162.84527116493152,159.6386845457234,162.53941454235493,51511700.0,3.2065866192081103
2023-04-06,162.46047973632812,162.75647535534287,159.83600833200663,160.26025717712315,45390100.0,2.9204670233362435
2023-04-10,159.8656463623047,159.8656463623047,157.94169694007527,159.26379397330305,47716900.0,1.9239494222294127
2023-04-11,158.65206909179688,160.1912285181147,158.3659344224378,160.18136751588224,47644200.0,1.8252940956769237
2023-04-12,157.96142578125,159.8952361057982,157.64569304379242,159.0664602524204,50133100.0,2.2495430620057846
2023-04-13,163.34844970703125,163.58524921058068,159.26375236431844,159.4709538117945,68445600.0,4.321496846262249
2023-04-14,163.00314331054688,164.0983166124722,161.63171143290737,162.39141498863978,49386500.0,2.466605179564823
2023-04-17,163.02285766601562,163.18072400329442,161.8388902463497,162.88472838463733,41516200.0,1.341833756944709
2023-04-18,164.24632263183594,165.17376867697192,163.43726882906975,163.8812698478859,49923000.0,1.7364998479021665
2023-04-19,165.39083862304688,165.91375779040226,163.3287449605883,163.5852815705882,47720200.0,2.5850128298139623
2023-04-20,164.4239044189453,165.62760901810955,163.34846811386117,163.87138723669895,52456400.0,2.2791409042483792
2023-04-21,162.81565856933594,164.2265493294176,162.29273954098778,162.8452566233963,58337300.0,1.9338097884298122
2023-04-24,163.12156677246094,163.38796439824753,161.7007995082206,162.79597301982534,41949600.0,1.687164890026935
2023-04-25,161.58238220214844,164.08844653165775,161.54290808705858,162.98341218856248,48714100.0,2.545538444599174
2023-04-26,161.57249450683594,163.07219461797823,160.6253265824028,160.8818480921529,45498800.0,2.44686803557542
2023-04-27,166.160400390625,166.3083906842776,162.98341161052969,162.98341161052969,64902300.0,3.324979073747926
2023-04-28,167.41343688964844,167.58117930762924,165.63749302008387,166.23934534853646,55275900.0,1.9436862875453755
2023-05-01,167.3246307373047,168.17314354860417,166.387323749872,167.0187740939811,52472900.0,1.7858197987321773
2023-05-02,166.28866577148438,168.07450075678005,165.3020235951721,167.81796415576136,48425700.0,2.772477161607952
2023-05-03,165.21322631835938,168.63687581044152,164.92710671677185,167.23584575291258,65136000.0,3.709769093669678
2023-05-04,163.5753936767578,164.8086963510818,162.11516752574818,162.68742177323023,81235400.0,2.6935288253336296
2023-05-05,171.25148010253906,171.97172463520235,168.4790030974248,168.6960655683585,113453200.0,3.4927215377775553
2023-05-08,171.18240356445312,171.5277343198539,169.8109716539451,170.1760244116815,55962800.0,1.7167626659087887
2023-05-09,169.4755096435547,171.22185523763014,169.30778230115573,170.73841026688106,45326900.0,1.9140729364744118
2023-05-10,171.2415771484375,171.70530007668728,169.60374787227713,170.7087971111727,53724500.0,2.1015522044101544
2023-05-11,171.42906188964844,172.25783762602444,169.87016559220018,171.5277321199156,49514700.0,2.387672033824259
2023-05-12,170.5003662109375,171.97248691459123,168.94918806657878,171.53776144545145,45533100.0,3.0232988480124448
2023-05-15,170.00631713867188,171.1326441539854,169.4135070987024,171.08324080469038,37266700.0,1.7191370552829994
2023-05-16,170.00631713867188,171.06347644981523,169.73955111310707,169.92727479495693,42110300.0,1.3239253367081574
2023-05-17,170.61891174316406,170.85602374756016,168.37613188825594,169.65066921503973,57951600.0,2.4798918593042174
2023-05-18,172.95062255859375,173.13834629441766,170.51024414446266,170.9252052614361,65496700.0,2.628102149954998
2023-05-19,173.0592803955078,174.27452457823847,172.84191768629904,174.27452457823847,55809500.0,1.4326068919394288
2023-05-22,172.1107940673828,172.61468722054929,171.3697889134683,171.89343134950482,43570900.0,1.2448983070809732
2023-05-23,169.50244140625,171.300620989034,169.22580071286586,171.05361929309908,50747300.0,2.07482027616814
2023-05-24,169.77911376953125,170.35215962008832,168.4749524111313,169.03810854350246,45143500.0,1.877207208957003
2023-05-25,170.91531372070312,171.814388514026,169.63090177565675,170.3422679275043,56058300.0,2.183486738369254
2023-05-26,173.32601928710938,173.66195304430255,171.03385143516303,171.24133948884744,54835000.0,2.62810160913952
2023-05-30,175.17359924316406,176.84333305757605,174.45235853913644,174.83768056740178,55964400.0,2.390974518439606
2023-05-31,175.12420654296875,177.19902686801004,174.64007778024913,175.20324889662425,99625300.0,2.558949087760908
2023-06-01,177.93014526367188,177.95978426232014,174.8080400825605,175.56880955803746,68901800.0,3.151744179759646
2023-06-02,178.77981567382812,179.59986307293,177.11008187963884,178.8588580217184,61996900.0,2.489781193291151
2023-06-05,177.42626953125,182.73186141970515,175.90473056039738,180.43969339813148,121946500.0,6.827130859307772
2023-06-06,177.06069946289062,177.95977416384898,175.30203354675976,177.81157917901706,64848400.0,2.6577406170892175
2023-06-07,175.68739318847656,179.03673595726826,175.19338974130497,176.2999526387169,61944600.0,3.843346215963294
2023-06-08,178.4044189453125,178.6711699623807,175.33171678380066,175.76642717021195,50214900.0,3.339453178580044
2023-06-09,178.7897186279297,180.04447641965535,178.46367457216073,179.3232356709596,48900000.0,1.5808018474946266
2023-06-12,181.58575439453125,181.68456110008825,178.7995831921066,179.09598823299092,54274900.0,2.884977907981636
2023-06-13,181.1115264892578,181.94144859403625,180.2519653861507,180.6076484418825,54929100.0,1.6894832078855586
2023-06-14,181.74386596679688,182.17859141427,179.8370198890403,181.1708201565631,57462900.0,2.341571525229682
2023-06-15,183.77914428710935,184.28303741690132,181.57589328622848,181.7537423543279,65433200.0,2.7071441306728445
2023-06-16,182.7022247314453,184.7474061455162,182.0600263098281,184.4905147162389,101256200.0,2.6873798356881196
2023-06-20,182.79115295410156,183.86809194337903,182.1983578536973,182.1983578536973,49799100.0,1.6697340896817252
2023-06-21,181.7537384033203,183.1863452547994,180.40015882951445,182.6824521359612,49515700.0,2.7861864252849387
2023-06-22,184.75726318359375,184.8066665365007,181.4671988803744,181.53636658960147,51245300.0,3.3394676561262884
2023-06-23,184.4410858154297,185.31053654650353,182.7911164149862,183.32464848206732,53117000.0,2.519420131517336
2023-06-26,183.0480194091797,185.79467703737228,183.0084906957425,184.5893075659166,48088700.0,2.7861863416297865
2023-06-27,185.8045654296875,186.1306094986342,183.4432296659109,183.66059237854205,50730800.0,2.6873798327232805
2023-06-28,186.98028564453125,187.6224840299043,185.3500804657921,185.67610944091012,51216800.0,2.27240356411221
2023-06-29,187.31622314453125,187.7904773075337,186.67402469467496,186.8123450566035,46347300.0,1.116452612858751
2023-06-30,191.6436767578125,192.14755478947328,188.9661717445866,189.33174450555188,85213200.0,3.1813830448866725
2023-07-03,190.15179443359375,191.55476227365415,189.46017761633829,191.4559555638213,31458200.0,2.0945846573158633
2023-07-05,189.03536987304688,190.6655752957469,188.33387831143204,189.2724969662243,46920300.0,2.3316969843148456
2023-07-06,189.5095672607422,189.71705530606508,186.93086910885413,187.56319280899055,45094300.0,2.7861861972109523
2023-07-07,188.39309692382812,190.3592355443077,187.95838667039857,189.11435261810863,46815000.0,2.4008488739091263
2023-07-10,186.3479766845703,187.7114309918433,184.79679865953796,186.9901751208951,59922200.0,2.914632332305331
2023-07-11,185.82432556152344,187.0296950947768,184.3620796809065,186.8913747422291,46638100.0,2.667615413870294
2023-07-12,187.4940490722656,189.4008949030878,186.2096372553674,187.4051170053163,60750200.0,3.1912576477203913
2023-07-13,188.2547912597656,188.89700466458703,187.50391158996257,188.21527762484376,41342300.0,1.3930930746244599
2023-07-14,188.4030303955078,188.88714410801785,187.35574553686783,187.94854060692288,41616200.0,1.5313985711500209
2023-07-17,191.6634521484375,191.9894962144421,189.5095893997432,189.598506397075,50520200.0,2.4799068146989214
2023-07-18,191.4065704345703,191.9993805984401,190.1122838217696,191.0311380681889,48288200.0,1.8870967766704894
2023-07-19,192.7601318359375,195.85258285437448,190.3395031262878,190.7841182449009,80507300.0,5.513079728086666
2023-07-20,190.8137664794922,194.11370571807572,190.1913173439326,192.7502514500073,59581200.0,3.922388374143111
2023-07-21,189.63804626464844,192.63170595716377,188.93655473427472,191.77214478083425,71951700.0,3.695151222889052
2023-07-24,190.43829345703125,192.57239156999128,189.9442901017601,191.0903815041778,45377800.0,2.6281014682311934
2023-07-25,191.29788208007812,192.10805493602857,190.60628029804008,191.01136672601527,37283200.0,1.5017746379884898
2023-07-26,192.16732788085935,193.2936550607799,191.00148706119936,191.34728040522955,47471900.0,2.292167999580556
2023-07-27,190.90267944335935,194.8349423755621,190.24071668140024,193.66910156142777,47460200.0,4.59422569416185
2023-07-28,193.48138427734375,194.27179277672036,191.8116502798051,192.3352927070371,48291400.0,2.4601424969152674
2023-07-31,194.0939178466797,194.1334465580661,192.91818743340556,193.70859582748605,38824100.0,1.2152591246605482
2023-08-01,193.26400756835935,194.37057034188453,192.93796352063416,193.88645666636083,35175100.0,1.4326068212503742
2023-08-02,190.27037048339844,192.83917937620112,189.54912966810335,192.7008590133255,50389300.0,3.2900497080977686
2023-08-03,188.87728881835935,190.06289415573028,188.40304969856896,189.27250064800953,61235200.0,1.659844457161313
2023-08-04,179.80738830566406,185.1327451053165,179.73822058353596,183.29505159523623,115956800.0,5.394524521780539
2023-08-07,176.7050323486328,180.9337004891865,175.2230220636036,179.9456936325003,97576100.0,5.710678425582898
2023-08-08,177.6436004638672,178.1079648000796,175.45022447284256,177.5349191282476,67823000.0,2.657740327237036
2023-08-09,176.0529327392578,178.76006170176663,174.88707688488682,178.70078370635215,60378500.0,3.872984816879807
2023-08-10,175.8355712890625,178.58222898523437,175.47001359754938,177.3274561288203,54686900.0,3.1122153876849836
2023-08-11,175.89491271972656,176.71606748177,174.66813966002076,175.42993638319382,52036700.0,2.047927821749255
2023-08-14,177.54713439941406,177.7746785921086,175.42004228880285,176.07301094207762,43675600.0,2.354636303305739
2023-08-15,175.55857849121094,177.56693975444728,175.1628480821964,176.97334414092546,43622600.0,2.404091672250871
2023-08-16,174.6879425048828,176.6369303294026,174.61868139075943,175.24197103328896,46964900.0,2.018248938643154
2023-08-17,172.1453399658203,175.6179215615527,171.6308784010705,175.25187020963352,66062900.0,3.9870431604821874
2023-08-18,172.630126953125,173.23362560342792,170.12709527960956,170.46346761685473,61172200.0,3.1065303238183617
2023-08-21,173.96572875976562,174.25264612165492,171.88812158676677,173.20394701107267,46311900.0,2.3645245348881474
2023-08-22,175.3408966064453,175.78609702554508,174.37134667878323,175.17271045239184,42038900.0,1.4147503467618492
2023-08-23,179.189453125,179.61487764306722,176.4291981302873,176.61717535249278,52722800.0,3.1856795127799273
2023-08-24,174.49998474121094,179.16967585239115,174.13391827576947,178.74425133745834,54945800.0,5.035757576621677
2023-08-25,176.70620727539062,177.2404448053197,173.9459523611551,175.4893219988908,51449600.0,3.2944924441646037
2023-08-28,178.2693328857422,178.6650631932981,176.64681447093324,178.17039276078145,43820700.0,2.0182487223648593
2023-08-29,182.1574554443359,182.9291401969668,177.58670497165372,177.78457014737916,53003900.0,5.342435225313096
2023-08-30,185.64984130859375,185.84772159478027,182.77087033679464,182.9687355268348,60813900.0,3.0768512579856235
2023-08-31,185.8674774169922,187.10415359099383,185.48163505454943,185.8377983965077,60794500.0,1.622518536444403
2023-09-01,187.44056701660156,187.8956554579994,186.27313669620688,187.4702460412081,45766500.0,1.62251876179252
2023-09-05,187.677978515625,187.9549927788335,185.61025951662367,186.27311615331163,45280000.0,2.344733262209843
2023-09-06,180.9603729248047,186.8370611072444,179.53571941437733,186.3918455631262,81755800.0,7.301341692867084
2023-09-07,175.66737365722656,176.31045432139675,171.6902188794394,173.31273740579792,112488800.0,4.620235441957334
2023-09-08,176.28077697753906,178.3188321743013,175.89493458078306,176.4489782367689,65551300.0,2.423897593518234
2023-09-11,177.4481964111328,178.37817933531872,175.44972343125323,178.15063513987275,58953100.0,2.928455904065487
2023-09-12,174.4208221435547,178.2100000030001,172.95660168355545,177.57682236385347,90370200.0,5.253398319444642
2023-09-13,172.35308837890625,175.41014819975618,172.12552909799857,174.6285604188278,84267900.0,3.284619101757613
2023-09-14,173.86679077148438,174.22295413122683,171.72981061302968,172.14533201670497,60895800.0,2.4931435181971437
2023-09-15,173.14456176757812,174.61868528190746,171.967258666553,174.59889423512476,109259500.0,2.6514266153544668
2023-09-18,176.07302856445312,177.46800307348116,174.2922116482627,174.59890495957814,67257600.0,3.175791425218449
2023-09-19,177.1613006591797,177.71532920549458,175.24197669791334,175.62781908525017,51826900.0,2.4733525075812395
2023-09-20,173.61947631835938,177.78459392537832,173.53042414564908,177.34928142287384,58436200.0,4.254169779729239
2023-09-21,172.07608032226562,174.42082885900223,172.006834299268,172.68948203416045,63149100.0,2.4139945597342205
2023-09-22,172.9269256591797,175.19252525078977,172.19482290064929,172.80820955696336,56725400.0,2.997702350140486
2023-09-25,174.2031707763672,175.08368369125543,172.29373473406022,172.3432048049037,46172700.0,2.7899489571952074
2023-09-26,170.12709045410156,173.3325457352886,169.83028512536117,172.95660640862047,64588900.0,3.5022606099274185
2023-09-27,168.61338806152344,171.19556880826096,167.24810767663843,170.78004737841366,66921800.0,3.947461131622532
2023-09-28,168.87063598632812,170.19634944676713,165.8333515413796,167.5350194532839,56294400.0,4.362997905387516
2023-09-29,169.38510131835938,171.22527642192762,168.5243642708508,170.18646521737097,51861100.0,2.700912151076807
2023-10-02,171.8979949951172,172.4421355524603,169.10804618991,169.39496352748424,52164500.0,3.334089362550287
2023-10-03,170.56236267089844,171.77926282963776,168.99921735596456,170.4238555507343,49594600.0,2.780045473673198
2023-10-04,171.80897521972656,172.35311583182798,169.14764530465982,169.26636140324675,53020300.0,3.20547052716816
2023-10-05,173.04563903808594,173.57987653919332,170.83939772477277,171.93756684563112,48527900.0,2.7404788144205554
2023-10-06,175.59812927246094,176.09279974358,171.33405713065292,171.947458780219,57266700.0,4.75874261292708
2023-10-09,177.08216857910156,177.14152662960254,173.92616806085798,174.925397135301,42390800.0,3.2153585687445627
2023-10-10,176.48854064941406,177.80436599291428,176.05322819338144,176.20163840129018,43698000.0,1.7511377995328417
2023-10-11,177.8834991455078,177.93296921037802,175.70695215651745,176.30054764652704,47551100.0,2.2260170538605735
2023-10-12,178.78382873535156,180.3964443900188,177.13161588848607,178.1506510638416,56743100.0,3.264828501532719
2023-10-13,176.94366455078125,179.9908219020002,176.24122571645097,179.48626336769357,51427100.0,3.7495961855492226
2023-10-16,176.8150177001953,177.17118104988546,174.6285675347915,174.86601479996662,52517000.0,2.5426135150939615
2023-10-17,175.26177978515625,176.51824728047166,172.9368371257381,174.76710920704838,57549400.0,3.581410154733561
2023-10-18,173.96572875976562,175.68718764266174,173.24351401125745,173.7085055181981,54764400.0,2.4436736314042946
2023-10-19,173.5897674560547,175.94438862084118,173.3226411761323,174.16357191493293,59302900.0,2.6217474447088875
2023-10-20,171.0373077392578,173.55022768989312,170.7998604218469,173.44139955643163,64244000.0,2.750367268046233
2023-10-23,171.156005859375,172.15523490983713,168.1187215150264,169.08828663709707,55980100.0,4.036513394810726
2023-10-24,171.59130859375,171.81885280099095,169.62251453312876,171.20546620053886,43816600.0,2.1963382678621883
2023-10-25,169.2762451171875,171.21534495437086,168.83102960610762,170.04792986204652,57157000.0,2.384315348263243
2023-10-26,165.11109924316406,169.55324523930184,163.90410215906684,168.554001286647,70625300.0,5.649143080235007
2023-10-27,166.42694091796875,167.1590586780216,165.05175755916278,165.13090664912622,58499100.0,2.107301118858828
2023-10-30,168.47488403320312,169.3455090048735,167.07002152646473,167.218431744534,51131000.0,2.2754874784087633
2023-10-31,168.94976806640625,169.07837213199355,166.1103491096919,167.54490564738762,44846000.0,2.968023022301651
2023-11-01,172.11566162109375,172.37288485640974,168.3066925856151,169.1773175299865,56934900.0,4.06619227079463
2023-11-02,175.67730712890625,175.88506030695757,173.58979679508,173.64915484595178,77334800.0,2.295263511877579
2023-11-03,174.76707458496094,174.9352758328065,171.50226149314057,172.38277434389337,79829200.0,3.433014339665931
2023-11-06,177.31959533691406,177.51746053122469,174.3317961816863,174.49998235165765,63841300.0,3.185664349538399
2023-11-07,179.88197326660156,180.4953598060514,177.06234560698942,177.27009874628624,70530000.0,3.4330141990619722
2023-11-08,180.94056701660156,181.4945955371222,179.65442075331012,180.40632954214095,49340300.0,1.840174783812074
2023-11-09,180.4656982421875,182.1574629246798,179.87208759448916,181.00983881988668,53763500.0,2.2853753301906465
2023-11-10,184.6561279296875,184.8245507960472,181.8129830645044,182.2488690611252,66133400.0,3.011567731542783
2023-11-13,183.07107543945312,184.2895637344097,182.48659891185952,184.0815368898242,43627500.0,1.8029648225501944
2023-11-14,185.68637084960935,186.3501007196846,184.55703694714765,185.94393292700153,60108400.0,1.7930637725369536
2023-11-15,186.2510528564453,187.72711849110289,186.0232088712412,186.09256123667055,53790500.0,1.7039096198616903
2023-11-16,187.9351501464844,189.1734556093977,186.88505441646575,187.79646053927945,54412900.0,2.288401192931957
2023-11-17,187.91534423828125,188.5988913131576,186.80582731444397,188.47010270019993,50922700.0,1.7930639987136203
2023-11-20,189.65887451171875,190.1145776039652,188.10357060538217,188.11347160798348,46505100.0,2.0110069985830137
2023-11-21,188.85646057128903,189.7282325393205,187.9648865974642,189.61926104331656,38134500.0,1.7633459418563007
2023-11-22,189.5201873779297,191.12502655036587,189.0446822742513,189.69851123933077,39617700.0,2.080344276114573
2023-11-24,188.19271850585935,189.11401054524023,187.47945332619432,189.08429242242372,24048300.0,1.6345572190459166
2023-11-27,188.01437377929688,188.88614559455416,187.132700962878,188.1431623745596,40552600.0,1.7534446316761603
2023-11-28,188.61868286132812,189.29232889633607,187.62803848681267,188.0044881862593,38415400.0,1.664290409523403
2023-11-29,187.59832763671875,190.29288164913223,187.2020759179661,189.11401237919708,43014200.0,3.090805731166114
2023-11-30,188.1728973388672,188.53944603911236,186.42936866830843,188.06392585220516,48794400.0,2.1100773708039355
2023-12-01,189.45083618164065,189.76783452208105,187.4596313087432,188.54934617033052,45704800.0,2.3082032133378334
2023-12-04,187.6577606201172,188.2719704243489,185.69628894913777,188.2026180609542,43389500.0,2.575681475211127
2023-12-05,191.6104431152344,192.58127042048943,188.40074973234695,188.43048297188668,66628400.0,4.1805206881424795
2023-12-06,190.520751953125,192.9379117653359,190.3127099631217,192.6308143978356,41089700.0,2.6252018022142067
2023-12-07,192.45248413085935,193.17565028147504,191.77883810543793,191.8184723448333,47477700.0,1.3968121760371162
2023-12-08,193.87901306152344,194.15639227120215,191.8580901155405,192.3831304135776,53406400.0,2.298302155661645
2023-12-11,191.3726806640625,191.6797931299085,189.62915193698308,191.30334341541183,60943700.0,2.0506411929254114
2023-12-12,192.88839721679688,192.8982982200226,189.92636472047343,191.2736418449105,52696900.0,2.9719334995491806
2023-12-13,196.10797119140625,196.1475903161728,193.02706651664724,193.26481149731427,70404200.0,3.1205237995255573
2023-12-14,196.2565765380859,197.75244424587424,194.32482284497263,196.16742216364264,66831600.0,3.4276214009016144
2023-12-15,195.7216339111328,196.54385551373443,195.15695931123605,195.68199966761293,128538400.0,1.3868962024983773
2023-12-18,194.0573272705078,194.79040955452615,192.5713606983871,194.25545312358383,55751900.0,2.2190488561390396
2023-12-19,195.09750366210935,195.10740466398735,194.05732405565033,194.32480226669028,40714100.0,1.0500806083370264
2023-12-20,193.0072479248047,195.8305753609382,193.0072479248047,195.05787394759355,52242800.0,2.8233274361335248
2023-12-21,192.8586273193359,195.236182736706,191.68967428738756,194.26535554386368,46482500.0,3.546508449318452
2023-12-22,191.78875732421875,193.58182122700063,191.164646529934,193.3539621368764,37149600.0,2.4171746970666277
2023-12-26,191.2438812255859,192.07601879271365,191.02593827476215,191.79863960367103,28919300.0,1.0500805179514998
2023-12-27,191.3429718017578,191.6897034098951,189.3022466284661,190.6891579449803,48087700.0,2.3874567814289946
2023-12-28,191.7689514160156,192.8388492190412,191.36278357008257,192.32370988068791,34049900.0,1.4760656489586381
2023-12-29,190.7287750244141,192.58127531145587,189.9362564400636,192.0859530857412,42672100.0,2.645018871392267
2024-01-02,183.90325927734375,186.67706712531708,182.169631261865,185.39912715178363,82488700.0,4.507435863452088
2024-01-03,182.52621459960935,184.14096966630487,181.7138790075681,182.4964964795135,58414500.0,2.4270906587367733
2024-01-04,180.2081298828125,181.37708304150152,179.18776734055538,180.44587486910356,71983600.0,2.189315700946139
2024-01-05,179.48495483398438,181.05017488447825,178.48440937769652,180.28738953880892,62379700.0,2.56576550678173
2024-01-08,183.8239898681641,183.86362411289957,179.80197564152536,180.38645226507356,59144500.0,4.0616484713742125
2024-01-09,183.40789794921875,183.41779895114087,181.0204413910758,182.19931060924736,42841800.0,2.3973575600650747
2024-01-10,184.44808959960935,184.6561164657865,182.1993225017619,182.6253074687535,46792900.0,2.456793964024598
2024-01-11,183.8536834716797,185.3000308909078,181.90211286972465,184.7947925921475,49128400.0,3.397918021183159
2024-01-12,184.1806182861328,184.99295400827785,183.45745205458948,184.31930790747035,40477800.0,1.5355019536883674
2024-01-16,181.9120178222656,182.53611345296787,179.23726611684987,180.45576949057303,65603000.0,3.2988473361180013
2024-01-17,180.97091674804688,181.2185778549055,178.613193289656,179.57411959355028,47317400.0,2.6053845652494942
2024-01-18,186.865234375,187.37045751332872,184.09142738261565,184.34898945226777,78005800.0,3.2790301307130676
2024-01-19,189.7678375244141,190.15418823308323,187.0534815615711,187.5587047602819,68903000.0,3.1007066715121425
2024-01-22,192.07603454589844,193.50256484427592,190.4612794003693,190.5009136397872,60133900.0,3.0412854439066166
2024-01-23,193.3539581298828,193.91863266844476,192.01659731903075,193.19546652112328,42355600.0,1.9020353494140068
2024-01-24,192.6803436279297,194.54276001272405,192.52183688964195,193.59173469903223,53631300.0,2.020923123082099
2024-01-25,192.3534393310547,194.43379881211092,191.30335858737243,193.3936190715828,54822100.0,3.130440224738493
2024-01-26,190.6197967529297,192.93790105900956,190.14429166563912,192.4524949693292,44594000.0,2.7936093933704456
2024-01-29,189.93624877929688,190.4018528619721,187.8063693410428,190.2136280052267,47145600.0,2.5954835209292924
2024-01-30,186.28076171875,190.00559424490717,185.71610228505008,189.15363947733223,55859400.0,4.289491959857088
2024-01-31,182.67481994628903,185.349571899096,182.62529981948688,185.2901205380725,55467800.0,2.7242720796091078
2024-02-01,185.11180114746097,185.20095550981347,182.10024901841177,182.26865674153308,64885400.0,3.100706491401695
2024-02-02,184.11126708984375,185.5774165638072,177.57300802816712,178.1773017145222,102551700.0,8.004408535640067
2024-02-05,185.92413330078125,187.47945226083425,184.10135123689923,186.3897373769733,69668800.0,3.3781010239350167
2024-02-06,187.5289764404297,187.53887744205016,185.02264747144727,185.11180183413052,43490800.0,2.516229970602893
2024-02-07,187.6379547119141,189.26261088240537,186.84543618864265,188.85644306077413,53439000.0,2.4171746937627177
2024-02-08,186.5581512451172,187.76672344535,185.59722501634783,187.6181328392653,40962000.0,2.169498429002175
2024-02-09,187.32191467285156,188.45268968737696,186.4787864459619,187.12352087688575,45155200.0,1.9739032414150586
2024-02-12,185.63568115234375,187.1433864030788,185.27859346494137,186.8954092628083,41781900.0,1.864792938137441
2024-02-13,183.5427398681641,184.7032861176272,182.02512109310905,184.26684396147397,56529500.0,2.6781650245181368
2024-02-14,182.6599578857422,184.0287965614488,180.9638026996327,183.82050423664705,54630500.0,3.0649938618160775
2024-02-15,182.3722991943359,182.99720639873473,179.8826142837668,182.06480997798815,65434500.0,3.114592114967934
2024-02-16,180.8348388671875,183.35429496994237,180.2000180232841,181.9358579237584,49752500.0,3.1542769466582854
2024-02-20,180.09092712402344,180.9538827825082,178.54355209419236,180.31906186936408,53665600.0,2.410330688315838
2024-02-21,180.84475708007812,181.41013702999712,179.19818540957374,180.46782702325083,41371400.0,2.2119516204233776
2024-02-22,182.878173828125,183.463411373256,180.98364000764028,181.99537582737872,52292200.0,2.4797713656157327
2024-02-23,181.0431365966797,183.54273502175585,180.7554746671187,183.51297897874215,45119700.0,2.787260354637141
2024-02-26,179.69415283203125,181.28119739799624,179.18826979539264,180.7654158601022,40867400.0,2.092927602603595
