Price,Close,High,Low,Open,Volume,Return,MA20,Price_Deviation,Momentum
2023-03-10,146.516357421875,148.92376664622063,145.63824652167983,148.20352210122027,68572400.0,-0.013878681794299741,148.3968933105469,-1.8805358886718864,1.766082763671875
2023-03-13,148.46002197265625,151.09435428881787,145.72701943515565,145.83555065664373,84457100.0,0.0132658536219592,148.37025451660156,0.0897674560546875,2.5159149169921875
2023-03-14,150.5517120361328,151.35088971565344,148.09498288130473,149.25921331444258,73695900.0,0.014089247971833307,148.30809478759767,2.243617248535145,5.110809326171875
2023-03-15,150.94638061523438,151.20290214198522,147.91738213550175,149.17042182051847,77167900.0,0.002621481840119122,148.29773559570313,2.6486450195312443,7.577423095703125
2023-03-16,153.7681427001953,154.36999484794205,149.61437376985128,150.12743176177318,76161100.0,0.018693804206896925,148.32338638305663,5.444756317138683,9.807174682617188
2023-03-17,152.92953491210938,154.64629769155513,152.21915135199143,153.99511025228628,98944600.0,-0.005453716051711632,148.38702468872071,4.5425102233886605,3.9169769287109375
2023-03-20,155.29747009277344,155.7118730486912,152.09088307007352,152.99860710640667,73641400.0,0.015483831700821904,148.62628555297852,6.671184539794922,3.522308349609375
2023-03-21,157.15232849121094,157.27072070754767,154.44892413015182,155.21851870122467,73938300.0,0.011943906087648504,149.15907135009766,7.993257141113276,7.5773773193359375
2023-03-22,155.7217254638672,159.97415053377057,155.7019884063488,157.17209056471103,75701800.0,-0.009103288771338591,149.59911346435547,6.122611999511719,4.8937530517578125
2023-03-23,156.80702209472656,159.39203464017027,155.57371946683134,156.70836691747317,67622100.0,0.006969461888676642,150.06924896240236,6.737773132324207,8.228591918945312
2023-03-24,158.10939025878906,158.1981844310787,155.74145533462084,156.73795839634036,59196500.0,0.008305547459958484,150.73720474243163,7.372185516357433,11.593032836914062
2023-03-27,156.16574096679688,158.6224856967079,155.76121401338384,157.80357078673757,52390300.0,-0.01229306677364883,151.24828643798827,4.917454528808605,7.705718994140625
2023-03-28,155.54409790039062,156.37288858285143,153.8964076451378,155.8598305517969,45992200.0,-0.003980662228205478,151.75344619750976,3.790651702880865,4.9923858642578125
2023-03-29,158.62246704101562,158.89872564622954,157.2214369560123,157.24115895998125,51305700.0,0.019790973634990383,152.516121673584,6.106345367431629,7.67608642578125
2023-03-30,160.19119262695312,160.29972384705454,159.11575648092384,159.3722779761809,49501700.0,0.009889680921000066,153.32763290405273,6.863559722900391,6.4230499267578125
2023-03-31,162.69728088378906,162.79595111857384,159.74723055627194,160.27014967971024,68749800.0,0.015644357319144264,154.01186904907226,8.685411834716803,9.767745971679688
2023-04-03,163.9503173828125,164.06870961825848,162.026368281996,162.07570339841976,56976200.0,0.007701643765751998,154.6206268310547,9.329690551757807,8.652847290039062
2023-04-04,163.41751098632812,164.61133931497844,162.90445295696958,164.37455488216787,46278300.0,-0.0032498039954402813,155.31275482177733,8.104756164550793,6.2651824951171875
2023-04-05,161.57249450683594,162.84527116493152,159.6386845457234,162.53941454235493,51511700.0,-0.011290200593292221,155.84998092651367,5.722513580322271,5.85076904296875
2023-04-06,162.46047973632812,162.75647535534287,159.83600833200663,160.26025717712315,45390100.0,0.005495893544272823,156.54408340454103,5.916396331787098,5.6534576416015625
2023-04-10,159.8656463623047,159.8656463623047,157.94169694007527,159.26379397330305,47716900.0,-0.015972089816765456,157.2115478515625,2.6540985107421875,1.756256103515625
2023-04-11,158.65206909179688,160.1912285181147,158.3659344224378,160.18136751588224,47644200.0,-0.007591232376200963,157.72115020751954,0.9309188842773324,2.486328125
2023-04-12,157.96142578125,159.8952361057982,157.64569304379242,159.0664602524204,50133100.0,-0.004353194474553401,158.09163589477538,-0.13021011352537926,2.417327880859375
2023-04-13,163.34844970703125,163.58524921058068,159.26375236431844,159.4709538117945,68445600.0,0.03410341416670537,158.71173934936525,4.636710357666004,4.725982666015625
2023-04-14,163.00314331054688,164.0983166124722,161.63171143290737,162.39141498863978,49386500.0,-0.0021139251526640646,159.17348937988282,3.829653930664051,2.81195068359375
2023-04-17,163.02285766601562,163.18072400329442,161.8388902463497,162.88472838463733,41516200.0,0.0001209446337557818,159.67815551757812,3.3447021484375057,0.3255767822265625
2023-04-18,164.24632263183594,165.17376867697192,163.43726882906975,163.8812698478859,49923000.0,0.007504867620016897,160.12559814453124,4.120724487304699,0.2960052490234375
2023-04-19,165.39083862304688,165.91375779040226,163.3287449605883,163.5852815705882,47720200.0,0.006968289900629365,160.53752365112305,4.853314971923822,1.97332763671875
2023-04-20,164.4239044189453,165.62760901810955,163.34846811386117,163.87138723669895,52456400.0,-0.0058463589165622665,160.97263259887694,3.4512718200683707,2.851409912109375
2023-04-21,162.81565856933594,164.2265493294176,162.29273954098778,162.8452566233963,58337300.0,-0.009781095122955108,161.27306442260743,1.5425941467285043,0.3551788330078125
2023-04-24,163.12156677246094,163.38796439824753,161.7007995082206,162.79597301982534,41949600.0,0.0018788623023917594,161.523673248291,1.5978935241699332,3.25592041015625
2023-04-25,161.58238220214844,164.08844653165775,161.54290808705858,162.98341218856248,48714100.0,-0.009435812815968836,161.79450531005858,-0.21212310791014488,2.9303131103515625
2023-04-26,161.57249450683594,163.07219461797823,160.6253265824028,160.8818480921529,45498800.0,-6.119290468264982e-05,162.09592514038087,-0.5234306335449332,3.6110687255859375
2023-04-27,166.160400390625,166.3083906842776,162.98341161052969,162.98341161052969,64902300.0,0.028395339799590413,162.47282180786132,3.6875785827636776,2.81195068359375
2023-04-28,167.41343688964844,167.58117930762924,165.63749302008387,166.23934534853646,55275900.0,0.0075411259005013775,162.83393402099608,4.579502868652355,4.4102935791015625
2023-05-01,167.3246307373047,168.17314354860417,166.387323749872,167.0187740939811,52472900.0,-0.0005304601231159722,163.06530151367187,4.259329223632818,4.3017730712890625
2023-05-02,166.28866577148438,168.07450075678005,165.3020235951721,167.81796415576136,48425700.0,-0.0061913476889529084,163.18221893310547,3.1064468383789006,2.0423431396484375
2023-05-03,165.21322631835938,168.63687581044152,164.92710671677185,167.23584575291258,65136000.0,-0.0064673046003200785,163.27200469970703,1.9412216186523494,-0.1776123046875
2023-05-04,163.5753936767578,164.8086963510818,162.11516752574818,162.68742177323023,81235400.0,-0.009913447476932125,163.3721496582031,0.20324401855469887,-0.8485107421875
2023-05-05,171.25148010253906,171.97172463520235,168.4790030974248,168.6960655683585,113453200.0,0.04692690173773939,163.81169967651368,7.439780426025379,8.435821533203125
2023-05-08,171.18240356445312,171.5277343198539,169.8109716539451,170.1760244116815,55962800.0,-0.0004033631595159459,164.3775375366211,6.80486602783202,8.060836791992188
2023-05-09,169.4755096435547,171.22185523763014,169.30778230115573,170.73841026688106,45326900.0,-0.009971199640597228,164.918709564209,4.556800079345692,7.89312744140625
2023-05-10,171.2415771484375,171.70530007668728,169.60374787227713,170.7087971111727,53724500.0,0.010420782970927522,165.58271713256835,5.658860015869152,9.669082641601562
2023-05-11,171.42906188964844,172.25783762602444,169.87016559220018,171.5277321199156,49514700.0,0.0010948552584775229,165.98674774169922,5.442314147949219,5.2686614990234375
2023-05-12,170.5003662109375,171.97248691459123,168.94918806657878,171.53776144545145,45533100.0,-0.005417375959910209,166.36160888671876,4.138757324218744,3.0869293212890625
2023-05-15,170.00631713867188,171.1326441539854,169.4135070987024,171.08324080469038,37266700.0,-0.002897642293943292,166.71078186035157,3.295535278320301,2.6816864013671875
2023-05-16,170.00631713867188,171.06347644981523,169.73955111310707,169.92727479495693,42110300.0,0.0,166.99878158569337,3.00753555297851,3.7176513671875
2023-05-17,170.61891174316406,170.85602374756016,168.37613188825594,169.65066921503973,57951600.0,0.0036033637737855617,167.26018524169922,3.3587265014648438,5.4056854248046875
2023-05-18,172.95062255859375,173.13834629441766,170.51024414446266,170.9252052614361,65496700.0,0.013666192051087878,167.68652114868163,5.264101409912115,9.375228881835938
2023-05-19,173.0592803955078,174.27452457823847,172.84191768629904,174.27452457823847,55809500.0,0.000628259299137568,168.19870223999024,4.860578155517572,1.80780029296875
2023-05-22,172.1107940673828,172.61468722054929,171.3697889134683,171.89343134950482,43570900.0,-0.005480701907215502,168.64816360473634,3.462630462646473,0.9283905029296875
2023-05-23,169.50244140625,171.300620989034,169.22580071286586,171.05361929309908,50747300.0,-0.015155078885474293,169.0441665649414,0.45827484130859375,0.0269317626953125
2023-05-24,169.77911376953125,170.35215962008832,168.4749524111313,169.03810854350246,45143500.0,0.0016322618186845883,169.45449752807616,0.3246162414550895,-1.46246337890625
2023-05-25,170.91531372070312,171.814388514026,169.63090177565675,170.3422679275043,56058300.0,0.006692224537785174,169.69224319458007,1.2230705261230526,-0.5137481689453125
2023-05-26,173.32601928710938,173.66195304430255,171.03385143516303,171.24133948884744,54835000.0,0.014104678591560615,169.9878723144531,3.3381469726562614,2.825653076171875
2023-05-30,175.17359924316406,176.84333305757605,174.45235853913644,174.83768056740178,55964400.0,0.010659564926569054,170.38032073974608,4.79327850341798,5.1672821044921875
2023-05-31,175.12420654296875,177.19902686801004,174.64007778024913,175.20324889662425,99625300.0,-0.00028196429375604293,170.8220977783203,4.3021087646484375,5.117889404296875
2023-06-01,177.93014526367188,177.95978426232014,174.8080400825605,175.56880955803746,68901800.0,0.016022563505603493,171.45794372558595,6.472201538085926,7.3112335205078125
2023-06-02,178.77981567382812,179.59986307293,177.11008187963884,178.8588580217184,61996900.0,0.004775303301737477,172.21816482543946,6.561650848388666,5.829193115234375
2023-06-05,177.42626953125,182.73186141970515,175.90473056039738,180.43969339813148,121946500.0,-0.007571023258283183,172.526904296875,4.899365234375011,4.3669891357421875
2023-06-06,177.06069946289062,177.95977416384898,175.30203354675976,177.81157917901706,64848400.0,-0.0020604055381719943,172.82081909179686,4.239880371093761,4.9499053955078125
2023-06-07,175.68739318847656,179.03673595726826,175.19338974130497,176.2999526387169,61944600.0,-0.007756132662866233,173.13141326904298,2.5559799194335824,6.1849517822265625
2023-06-08,178.4044189453125,178.6711699623807,175.33171678380066,175.76642717021195,50214900.0,0.01546511509747961,173.48955535888672,4.914863586425781,8.62530517578125
2023-06-09,178.7897186279297,180.04447641965535,178.46367457216073,179.3232356709596,48900000.0,0.0021596980887299555,173.8575881958008,4.932130432128901,7.8744049072265625
2023-06-12,181.58575439453125,181.68456110008825,178.7995831921066,179.09598823299092,54274900.0,0.015638683186365077,174.41185760498047,7.173896789550781,8.259735107421875
2023-06-13,181.1115264892578,181.94144859403625,180.2519653861507,180.6076484418825,54929100.0,-0.0026115920098175316,174.96711807250978,6.1444084167480355,5.93792724609375
2023-06-14,181.74386596679688,182.17859141427,179.8370198890403,181.1708201565631,57462900.0,0.003491436960399996,175.55399551391602,6.189870452880854,6.619659423828125
2023-06-15,183.77914428710935,184.28303741690132,181.57589328622848,181.7537423543279,65433200.0,0.011198608049221903,176.21200714111328,7.567137145996071,5.848999023437472
2023-06-16,182.7022247314453,184.7474061455162,182.0600263098281,184.4905147162389,101256200.0,-0.005859857275108515,176.69958724975587,6.002637481689447,3.9224090576171875
2023-06-20,182.79115295410156,183.86809194337903,182.1983578536973,182.1983578536973,49799100.0,0.00048673858671932635,177.18618087768556,5.604972076416004,5.3648834228515625
2023-06-21,181.7537384033203,183.1863452547994,180.40015882951445,182.6824521359612,49515700.0,-0.005675408979130103,177.66832809448243,4.085410308837879,4.6930389404296875
2023-06-22,184.75726318359375,184.8066665365007,181.4671988803744,181.53636658960147,51245300.0,0.01652524347867046,178.43106918334962,6.326194000244129,9.069869995117188
2023-06-23,184.4410858154297,185.31053654650353,182.7911164149862,183.32464848206732,53117000.0,-0.001711312252173136,179.16416778564454,5.276918029785151,6.0366668701171875
2023-06-26,183.0480194091797,185.79467703737228,183.0084906957425,184.5893075659166,48088700.0,-0.007552907206608173,179.77080307006835,3.277216339111334,4.25830078125
2023-06-27,185.8045654296875,186.1306094986342,183.4432296659109,183.66059237854205,50730800.0,0.015059141472303583,180.39473037719728,5.409835052490223,4.21881103515625
2023-06-28,186.98028564453125,187.6224840299043,185.3500804657921,185.67610944091012,51216800.0,0.0063277251133457835,180.9850646972656,5.995220947265636,5.8687591552734375
2023-06-29,187.31622314453125,187.7904773075337,186.67402469467496,186.8123450566035,46347300.0,0.0017966466295737948,181.59466552734375,5.7215576171875,5.572357177734375
2023-06-30,191.6436767578125,192.14755478947328,188.9661717445866,189.33174450555188,85213200.0,0.02310239626143984,182.28034210205078,9.363334655761719,7.864532470703153
2023-07-03,190.15179443359375,191.55476227365415,189.46017761633829,191.4559555638213,31458200.0,-0.007784667615744478,182.84894104003905,7.302853393554699,7.4495697021484375
2023-07-05,189.03536987304688,190.6655752957469,188.33387831143204,189.2724969662243,46920300.0,-0.005871228109481597,183.4293960571289,5.605973815917963,6.2442169189453125
2023-07-06,189.5095672607422,189.71705530606508,186.93086910885413,187.56319280899055,45094300.0,0.002508511438964023,184.05183944702148,5.457727813720709,7.755828857421875
2023-07-07,188.39309692382812,190.3592355443077,187.95838667039857,189.11435261810863,46815000.0,-0.005891366610414672,184.68712463378907,3.705972290039057,3.635833740234375
2023-07-10,186.3479766845703,187.7114309918433,184.79679865953796,186.9901751208951,59922200.0,-0.01085560072344216,185.08430252075195,1.263674163818365,1.906890869140625
2023-07-11,185.82432556152344,187.0296950947768,184.3620796809065,186.8913747422291,46638100.0,-0.002810071417803761,185.43603286743163,0.38829269409180256,2.77630615234375
2023-07-12,187.4940490722656,189.4008949030878,186.2096372553674,187.4051170053163,60750200.0,0.00898549479836186,185.73144760131837,1.7626014709472315,1.6894836425780966
2023-07-13,188.2547912597656,188.89700466458703,187.50391158996257,188.21527762484376,41342300.0,0.004057420442217907,186.08861083984374,2.166180419921858,1.2745056152343466
2023-07-14,188.4030303955078,188.88714410801785,187.35574553686783,187.94854060692288,41616200.0,0.0007874388468427362,186.42156906127929,1.981461334228527,1.0868072509765625
2023-07-17,191.6634521484375,191.9894962144421,189.5095893997432,189.598506397075,50520200.0,0.0173055695870985,186.8157844543457,4.847667694091797,0.019775390625
2023-07-18,191.4065704345703,191.9993805984401,190.1122838217696,191.0311380681889,48288200.0,-0.0013402748984623347,187.25100173950196,4.155568695068354,1.2547760009765625
2023-07-19,192.7601318359375,195.85258285437448,190.3395031262878,190.7841182449009,80507300.0,0.0070716558908821,187.74945068359375,5.01068115234375,3.724761962890625
2023-07-20,190.8137664794922,194.11370571807572,190.1913173439326,192.7502514500073,59581200.0,-0.010097343978276108,188.20245208740235,2.611314392089838,1.30419921875
2023-07-21,189.63804626464844,192.63170595716377,188.93655473427472,191.77214478083425,71951700.0,-0.006161611064734784,188.44649124145508,1.1915550231933594,1.2449493408203125
2023-07-24,190.43829345703125,192.57239156999128,189.9442901017601,191.0903815041778,45377800.0,0.004219866256510718,188.74635162353516,1.691941833496088,4.0903167724609375
2023-07-25,191.29788208007812,192.10805493602857,190.60628029804008,191.01136672601527,37283200.0,0.004513738321441307,189.1588447570801,2.1390373229980355,5.4735565185546875
